verse_id,text,chapter,ppl_gpt,z_gpt,ppl_dicta,z_dicta,CFI,shared_seam,cfi_percentile
Isa.37.19,ונתן את אלהיהם באש כי לא אלהים המה כי אם מעשה ידי אדם עץ ואבן ויאבדום,37,37.5137920176,0.7109010672,76.8932661163,-0.6694860706,0.04141499660000003,False,59.1
Isa.37.20,ועתה יהוה אלהינו הושיענו מידו וידעו כל ממלכות הארץ כי אתה יהוה לבדך,37,13.3278510461,-1.2045990437,312.6027516374,0.7888157257,-0.415783318,False,52.67
Isa.37.21,וישלח ישעיהו בן אמוץ אל חזקיהו לאמר כה אמר יהוה אלהי ישראל אשר התפללת אלי אל סנח,37,14.8590111266,-0.8501091584,9.6026740773,-1.0336792944,-1.8837884528,False,6.12
Isa.37.22,זה הדבר אשר דבר יהוה עליו בזה לך לעגה לך בתולת בת ציון אחריך ראש הניעה בת ירושלם,37,38.1125892072,-0.3864550049,435.9842943621,-0.4995097125,-0.8859647174,False,41.67
Isa.37.23,את מי חרפת וגדפת ועל מי הרימותה קול ותשא מרום עיניך אל קדוש ישראל,37,92.8466414863,-0.4462307333,960.6860074756,-0.6162395417,-1.062470275,False,35.71
Isa.37.24,ביד עבדיך חרפת אדני ותאמר ברב רכבי אני עליתי מרום הרים ירכתי לבנון ואכרת קומת אר,37,108.0827449707,-0.5320310814,39978.6864504897,-0.1684097195,-0.7004408009,False,47.02
Isa.37.25,אני קרתי ושתיתי מים ואחרב בכף פעמי כל יארי מצור,37,1450.9800269458,1.9774397043,190952.6768290417,1.9644674468,3.9419071511,True,98.99
Isa.37.26,הלוא שמעת למרחוק אותה עשיתי מימי קדם ויצרתיה עתה הבאתיה ותהי להשאות גלים נצים ער,37,273.4297911334,-0.3921278273,27483.8315628521,-0.7726173283,-1.1647451556,False,31.84
Isa.37.27,וישביהן קצרי יד חתו ובשו היו עשב שדה וירק דשא חציר גגות ושדמה לפני קמה,37,269.5739543314,-0.3930193984,14462.4803343179,-0.8255517779,-1.2185711763,False,29.12
Isa.37.28,ושבתך וצאתך ובואך ידעתי ואת התרגזך אלי,37,236.2361237197,0.5007966848,128169.1208632184,1.9723443177,2.4731410025,False,89.31
Isa.37.29,יען התרגזך אלי ושאננך עלה באזני ושמתי חחי באפך ומתגי בשפתיך והשיבתיך בדרך אשר בא,37,94.8385072921,-0.8550723445,10738.8218485966,-0.4738985482,-1.3289708927000001,False,23.7
Isa.37.30,וזה לך האות אכול השנה ספיח ובשנה השנית שחיס ובשנה השלישית זרעו וקצרו ונטעו כרמים,37,112.3225352529,-0.5641599247,3945.0299878934,-0.5600633794,-1.1242233041,False,33.62
Isa.37.31,ויספה פליטת בית יהודה הנשארה שרש למטה ועשה פרי למעלה,37,700.8806715319,1.9866039205,9083.6192710494,0.9181217853,2.9047257058,False,91.71
Isa.37.32,כי מירושלם תצא שארית ופליטה מהר ציון קנאת יהוה צבאות תעשה זאת,37,79.433362359,-0.448261614,3840.1116845265,0.1279880465,-0.32027356749999997,False,53.83
Isa.37.33,לכן כה אמר יהוה אל מלך אשור לא יבוא אל העיר הזאת ולא יורה שם חץ ולא יקדמנה מגן ו,37,25.6980628887,-0.5855341159,178.7688429138,-0.7246966713,-1.3102307872,False,24.71
Isa.37.34,בדרך אשר בא בה ישוב ואל העיר הזאת לא יבוא נאם יהוה,37,50.7558553223,0.3725298509,41.2168912424,-0.5817786672,-0.20924881630000003,False,55.77
Isa.37.35,וגנותי על העיר הזאת להושיעה למעני ולמען דוד עבדי,37,37.6365249463,0.5557148998,387.9066020871,-0.2812008003,0.2745140995,False,62.9
Isa.37.36,ויצא מלאך יהוה ויכה במחנה אשור מאה ושמנים וחמשה אלף וישכימו בבקר והנה כלם פגרים ,37,21.306220271,-1.0577216969,50.2881127788,-0.5507864461,-1.6085081430000001,False,13.63
Isa.37.37,ויסע וילך וישב סנחריב מלך אשור וישב בנינוה,37,20.9176019171,-0.4525451778,2741.0133426441,-0.3648257812,-0.817370959,False,44.0
Isa.37.38,ויהי הוא משתחוה בית נסרך אלהיו ואדרמלך ושראצר בניו הכהו בחרב והמה נמלטו ארץ אררט,37,63.0009229268,1.9168140258,37012.6518021351,1.9948277364,3.9116417622,True,98.68
Isa.38.1,בימים ההם חלה חזקיהו למות ויבוא אליו ישעיהו בן אמוץ הנביא ויאמר אליו כה אמר יהוה,38,5.7535470156,-0.8316477519,3.5356338051,-0.5494871917,-1.3811349436,False,21.77
Isa.38.2,ויסב חזקיהו פניו אל הקיר ויתפלל אל יהוה,38,15.5831702476,-0.2440294168,66.9404778331,-0.4994777751,-0.7435071919,False,46.09
Isa.38.3,ויאמר אנה יהוה זכר נא את אשר התהלכתי לפניך באמת ובלב שלם והטוב בעיניך עשיתי ויבך,38,9.5134154152,-0.5007734582,155.3820880895,1.8255648338,1.3247913755999998,False,77.92
Isa.38.4,ויהי דבר יהוה אל ישעיהו לאמר,38,10.0995194212,-0.5260483329,11.2257883594,-0.7016503752,-1.2276987081,False,28.74
Isa.38.5,הלוך ואמרת אל חזקיהו כה אמר יהוה אלהי דוד אביך שמעתי את תפלתך ראיתי את דמעתך הננ,38,16.9720117306,-0.4625515181,39.4600755646,-0.5374064398,-0.9999579579,False,37.65
Isa.38.6,ומכף מלך אשור אצילך ואת העיר הזאת וגנותי על העיר הזאת,38,293.5153874011,1.9417342244,737.6223266791,1.9816487502,3.9233829746,True,98.76
Isa.38.7,וזה לך האות מאת יהוה אשר יעשה יהוה את הדבר הזה אשר דבר,38,14.5457801867,-0.9864517393,4.259249069,-0.5503643635,-1.5368161028,False,15.88
Isa.38.8,הנני משיב את צל המעלות אשר ירדה במעלות אחז בשמש אחרנית עשר מעלות ותשב השמש עשר מ,38,80.6563290553,-0.6764576823,111.5243448205,-0.8484305548,-1.5248882370999999,False,16.19
Isa.38.9,מכתב לחזקיהו מלך יהודה בחלתו ויחי מחליו,38,234.2355981053,1.2892820696,10861.7615412061,1.1996485042,2.4889305738000003,False,89.47
Isa.38.10,אני אמרתי בדמי ימי אלכה בשערי שאול פקדתי יתר שנותי,38,123.7174475346,-0.6159797825,11106.0289765771,-0.3461382263,-0.9621180088,False,39.58
Isa.38.11,אמרתי לא אראה יה יה בארץ החיים לא אביט אדם עוד עם יושבי חדל,38,202.7156573814,-0.3665295127,797.3291497316,-0.6957924012,-1.0623219139,False,35.79
Isa.38.12,דורי נסע ונגלה מני כאהל רעי קפדתי כארג חיי מדלה יבצעני מיום עד לילה תשלימני,38,881.354393967,1.9742083646,94989.7283605237,1.7355724623,3.7097808269,False,96.75
Isa.38.13,שויתי עד בקר כארי כן ישבר כל עצמותי מיום עד לילה תשלימני,38,103.3898597769,-0.9374903838,8301.8960281547,-0.6320370655,-1.5695274493000002,False,14.56
Isa.38.14,כסוס עגור כן אצפצף אהגה כיונה דלו עיני למרום אדני עשקה לי ערבני,38,227.4241873208,-0.6746030831,51477.3479064424,0.3796234624,-0.29497962069999994,False,54.38
Isa.38.15,מה אדבר ואמר לי והוא עשה אדדה כל שנותי על מר נפשי,38,396.4790095308,1.0587689625,2214.5395627943,-0.9021802271,0.15658873540000007,False,60.96
Isa.38.16,אדני עליהם יחיו ולכל בהן חיי רוחי ותחלימני והחיני,38,420.540029142,1.3280578425,36936.2282450303,0.8402805407,2.1683383832,False,86.99
Isa.38.17,הנה לשלום מר לי מר ואתה חשקת נפשי משחת בלי כי השלכת אחרי גוך כל חטאי,38,183.2411476179,-1.3754458396,2882.2194988278,-0.5054026965,-1.8808485361,False,6.2
Isa.38.18,כי לא שאול תודך מות יהללך לא ישברו יורדי בור אל אמתך,38,224.797767548,-0.2540256472,4569.8862742868,-0.4815712772,-0.7355969244,False,46.24
Isa.38.19,חי חי הוא יודך כמוני היום אב לבנים יודיע אל אמתך,38,332.8759091683,1.7122038663,2211.0594299884,-0.6020316773,1.110172189,False,73.97
Isa.38.20,יהוה להושיעני ונגנותי ננגן כל ימי חיינו על בית יהוה,38,104.242998831,-1.467820165,7947.1082406563,-0.2976212471,-1.7654414121,False,9.37
Isa.38.21,ויאמר ישעיהו ישאו דבלת תאנים וימרחו על השחין ויחי,38,176.5599146106,-0.636208045,56713.2388664107,1.9844749324,1.3482668874,False,78.54
Isa.38.22,ויאמר חזקיהו מה אות כי אעלה בית יהוה,38,232.2261003936,0.6724071106,86.0951457613,-0.6021712231,0.07023588749999998,False,59.41
Isa.39.1,בעת ההוא שלח מרדך בלאדן בן בלאדן מלך בבל ספרים ומנחה אל חזקיהו וישמע כי חלה ויחז,39,299.5831778259,1.3510056262,1305.8007131132,-0.4612500658,0.8897555604,False,71.11
Isa.39.2,וישמח עליהם חזקיהו ויראם את בית נכתה נכתו את הכסף ואת הזהב ואת הבשמים ואת השמן ה,39,51.0332304186,-0.7071669324,339.927030328,-0.1120291708,-0.8191961031999999,False,43.92
Isa.39.3,ויבא ישעיהו הנביא אל המלך חזקיהו ויאמר אליו מה אמרו האנשים האלה ומאין יבאו אליך ,39,18.2108634458,-0.7345602443,10.9375832521,-0.7728370465,-1.5073972908,False,17.12
Isa.39.4,ויאמר מה ראו בביתך ויאמר חזקיהו את כל אשר בביתי ראו לא היה דבר אשר לא הראיתים בא,39,53.4917519817,0.9486468027,220.3220689862,0.1777345295,1.1263813322,False,74.44
Isa.39.5,ויאמר ישעיהו אל חזקיהו שמע דבר יהוה צבאות,39,48.7914747188,0.8050554648,26.9261329582,-0.6273463279,0.1777091369,False,61.5
Isa.39.6,הנה ימים באים ונשא כל אשר בביתך ואשר אצרו אבתיך עד היום הזה בבל לא יותר דבר אמר ,39,31.1452446951,-1.3726437907,369.2398938573,-0.2879523414,-1.6605961321,False,12.01
Isa.39.7,ומבניך אשר יצאו ממך אשר תוליד יקחו והיו סריסים בהיכל מלך בבל,39,41.2727389249,-0.3363672806,2597.9614570462,1.982159263,1.6457919824,False,83.42
Isa.39.8,ויאמר חזקיהו אל ישעיהו טוב דבר יהוה אשר דברת ויאמר כי יהיה שלום ואמת בימי,39,36.4927325475,-0.6692987133,44.3368938848,-0.6589354885,-1.3282342018,False,23.86
Isa.40.1,נחמו נחמו עמי יאמר אלהיכם,40,73.6966098307,1.889490876,4.9571850339,-0.776117603,1.113373273,False,74.05
Isa.40.2,דברו על לב ירושלם וקראו אליה כי מלאה צבאה כי נרצה עונה כי לקחה מיד יהוה כפלים בכ,40,49.8033379236,0.1731774909,403.3530275026,-0.6845326121,-0.5113551212,False,51.74
Isa.40.3,קול קורא במדבר פנו דרך יהוה ישרו בערבה מסלה לאלהינו,40,39.3684530402,-0.2795054864,6208.3455945336,0.3973242929,0.11781880649999998,False,60.26
Isa.40.4,כל גיא ינשא וכל הר וגבעה ישפלו והיה העקב למישור והרכסים לבקעה,40,37.5464159644,-0.4152107721,13739.9436855308,1.804536583,1.3893258109,False,79.71
Isa.40.5,ונגלה כבוד יהוה וראו כל בשר יחדו כי פי יהוה דבר,40,20.7760243895,-1.2709801513,1.5590504185,-0.7727338363,-2.0437139876000003,False,3.41
Isa.40.6,קול אמר קרא ואמר מה אקרא כל הבשר חציר וכל חסדו כציץ השדה,40,83.5372774491,1.3309044524,621.2015376786,-0.4186574388,0.9122470136,False,71.34
Isa.40.7,יבש חציר נבל ציץ כי רוח יהוה נשבה בו אכן חציר העם,40,75.9084021154,1.0055760201,66.0976486873,-0.6712918833,0.3342841367999999,False,63.59
Isa.40.8,יבש חציר נבל ציץ ודבר אלהינו יקום לעולם,40,21.5030261004,-1.1883387157,39.4173025554,-0.7395706124,-1.9279093281000002,False,5.03
Isa.40.9,על הר גבה עלי לך מבשרת ציון הרימי בכח קולך מבשרת ירושלם הרימי אל תיראי אמרי לערי,40,45.0933871357,-0.8153233799,1366.3849038215,-0.502760962,-1.3180843419000001,False,24.4
Isa.40.10,הנה אדני יהוה בחזק יבוא וזרעו משלה לו הנה שכרו אתו ופעלתו לפניו,40,159.4958888272,0.8394600612,5089.0936658323,-0.4787119167,0.36074814450000003,False,64.21
Isa.40.11,כרעה עדרו ירעה בזרעו יקבץ טלאים ובחיקו ישא עלות ינהל,40,189.5384133502,1.3860746437,241549.9037000294,1.9995455674,3.3856202111,False,93.96
Isa.40.12,מי מדד בשעלו מים ושמים בזרת תכן וכל בשלש עפר הארץ ושקל בפלס הרים וגבעות במאזנים,40,111.6502936899,-0.1677903764,5785.883194645,-0.5557143808,-0.7235047572,False,46.63
Isa.40.13,מי תכן את רוח יהוה ואיש עצתו יודיענו,40,79.190791832,-0.812213646,546.0756295075,-0.6273097665,-1.4395234125,False,19.6
Isa.40.14,את מי נועץ ויבינהו וילמדהו בארח משפט וילמדהו דעת ודרך תבונות יודיענו,40,59.1826200318,-0.5625559027,33918.2759380828,1.9189794261,1.3564235234,False,78.7
Isa.40.15,הן גוים כמר מדלי וכשחק מאזנים נחשבו הן איים כדק יטול,40,261.0398158742,-0.3604991588,10338.5693234716,0.0552602787,-0.3052388801,False,54.07
Isa.40.16,ולבנון אין די בער וחיתו אין די עולה,40,2816.2593885286,1.9947484975,1670.8056379569,-0.6352654803,1.3594830172,False,78.78
Isa.40.17,כל הגוים כאין נגדו מאפס ותהו נחשבו לו,40,45.0202100735,-0.7202978609,1726.8901504595,-0.5174680516,-1.2377659125,False,28.27
Isa.40.18,ואל מי תדמיון אל ומה דמות תערכו לו,40,161.6297256381,-0.591051705,752.2483369924,-0.529111524,-1.120163229,False,33.69
Isa.40.19,הפסל נסך חרש וצרף בזהב ירקענו ורתקות כסף צורף,40,666.7560521507,1.9441164554,270654.8841018116,1.9985747275,3.9426911829,True,99.07
Isa.40.20,המסכן תרומה עץ לא ירקב יבחר חרש חכם יבקש לו להכין פסל לא ימוט,40,196.1096861024,-0.6436272182,11435.703648623,-0.5751319996,-1.2187592178000002,False,29.05
Isa.40.21,הלוא תדעו הלוא תשמעו הלוא הגד מראש לכם הלוא הבינתם מוסדות הארץ,40,157.4609354609,-1.0731687731,707.3488775296,-1.0281968318,-2.1013656049,False,2.63
Isa.40.22,הישב על חוג הארץ וישביה כחגבים הנוטה כדק שמים וימתחם כאהל לשבת,40,447.1767412797,0.105960654,70492.9966731583,0.0384425715,0.1444032255,False,60.73
Isa.40.23,הנותן רוזנים לאין שפטי ארץ כתהו עשה,40,1000.4150303552,1.8797149273,249579.2945792242,1.9261213313,3.8058362586000003,False,97.44
Isa.40.24,אף בל נטעו אף בל זרעו אף בל שרש בארץ גזעם וגם נשף בהם ויבשו וסערה כקש תשאם,40,270.7758020192,-0.4849538863,2003.8116150034,-0.7024649193,-1.1874188056000001,False,30.6
Isa.40.25,ואל מי תדמיוני ואשוה יאמר קדוש,40,387.6923957289,-0.1480726313,18811.37092276,-0.449965926,-0.5980385573,False,49.73
Isa.40.26,שאו מרום עיניכם וראו מי ברא אלה המוציא במספר צבאם לכלם בשם יקרא מרב אונים ואמיץ ,40,26.4624008025,-1.1237055337,14.6353006729,-0.7964236129,-1.9201291466,False,5.27
Isa.40.27,למה תאמר יעקב ותדבר ישראל נסתרה דרכי מיהוה ומאלהי משפטי יעבור,40,491.6496178848,1.3704535667,37324.3297055072,1.4206377387,2.7910913054,False,91.01
Isa.40.28,הלוא ידעת אם לא שמעת אלהי עולם יהוה בורא קצות הארץ לא ייעף ולא ייגע אין חקר לתבו,40,20.8794452053,-0.9900827216,182.799347857,-0.5651172109,-1.5551999324999999,False,15.34
Isa.40.29,נתן ליעף כח ולאין אונים עצמה ירבה,40,236.8776118344,-0.2640988819,26263.9536954671,-0.4606397684,-0.7247386503,False,46.55
Isa.40.30,ויעפו נערים ויגעו ובחורים כשול יכשלו,40,798.5632066441,1.8192022484,611450.2053327595,1.9952636742,3.8144659226,False,97.6
Isa.40.31,וקוי יהוה יחליפו כח יעלו אבר כנשרים ירוצו ולא ייגעו ילכו ולא ייעפו,40,28.117721391,-0.9452432277,4578.7176332868,-0.5714918658,-1.5167350935,False,16.73
Isa.41.1,החרישו אלי איים ולאמים יחליפו כח יגשו אז ידברו יחדו למשפט נקרבה,41,324.879369073,-0.175849516,45815.9108506674,-0.392229974,-0.56807949,False,50.35
Isa.41.2,מי העיר ממזרח צדק יקראהו לרגלו יתן לפניו גוים ומלכים ירד יתן כעפר חרבו כקש נדף ק,41,61.2266491645,-1.0256370405,10113.7964811053,-0.4891324165,-1.5147694569999999,False,16.89
Isa.41.3,ירדפם יעבור שלום ארח ברגליו לא יבוא,41,689.5027515468,1.4624127077,21523.1612457418,-0.4814953165,0.9809173912,False,72.5
Isa.41.4,מי פעל ועשה קרא הדרות מראש אני יהוה ראשון ואת אחרנים אני הוא,41,507.5766004704,0.7210785786,5982.3291583567,-0.5433713133,0.17770726530000003,False,61.43
Isa.41.5,ראו איים וייראו קצות הארץ יחרדו קרבו ויאתיון,41,335.2129260868,-0.0890296977,197950.9678530958,1.9914046534,1.9023749557,False,85.52
Isa.41.6,איש את רעהו יעזרו ולאחיו יאמר חזק,41,17.9715232177,-1.3008386402,98.8673073152,-0.5448438732,-1.8456825134000001,False,7.28
Isa.41.7,ויחזק חרש את צרף מחליק פטיש את הולם פעם אמר לדבק טוב הוא ויחזקהו במסמרים לא ימוט,41,228.3197439249,0.6820852876,7276.1860675449,-0.5022115581,0.17987372950000002,False,61.66
Isa.41.8,ואתה ישראל עבדי יעקב אשר בחרתיך זרע אברהם אהבי,41,113.0334758156,0.3476243888,1087.820914632,-0.6415514564,-0.2939270676,False,54.45
Isa.41.9,אשר החזקתיך מקצות הארץ ומאציליה קראתיך ואמר לך עבדי אתה בחרתיך ולא מאסתיך,41,39.5838898138,-0.8609770377,22130.9620260891,1.615306378,0.7543293403000001,False,69.17
Isa.41.10,אל תירא כי עמך אני אל תשתע כי אני אלהיך אמצתיך אף עזרתיך אף תמכתיך בימין צדקי,41,29.4836054685,-1.3301491672,1358.241265616,-0.7755488286,-2.1056979958,False,2.48
Isa.41.11,הן יבשו ויכלמו כל הנחרים בך יהיו כאין ויאבדו אנשי ריבך,41,93.690349794,0.804119351,14032.1720076802,0.6960341331,1.5001534841,False,81.41
Isa.41.12,תבקשם ולא תמצאם אנשי מצתך יהיו כאין וכאפס אנשי מלחמתך,41,116.1975707905,1.4807529437,1530.9357629411,-0.5852214283,0.8955315154,False,71.19
Isa.41.13,כי אני יהוה אלהיך מחזיק ימינך האמר לך אל תירא אני עזרתיך,41,57.6179940237,-0.7022761573,1292.7580665549,-0.5837729491,-1.2860491064000001,False,26.03
Isa.41.14,אל תיראי תולעת יעקב מתי ישראל אני עזרתיך נאם יהוה וגאלך קדוש ישראל,41,59.7851255359,-0.5794530446,3792.6085922004,-0.7532386181,-1.3326916627,False,23.55
Isa.41.15,הנה שמתיך למורג חרוץ חדש בעל פיפיות תדוש הרים ותדק וגבעות כמץ תשים,41,362.65195927,1.9836668182,116388.5862023385,1.6089406126,3.5926074308000002,False,95.51
Isa.41.16,תזרם ורוח תשאם וסערה תפיץ אותם ואתה תגיל ביהוה בקדוש ישראל תתהלל,41,48.3001991677,-0.9052719572,75883.6944449073,0.7436779841,-0.1615939731,False,56.31
Isa.41.17,העניים והאביונים מבקשים מים ואין לשונם בצמא נשתה אני יהוה אענם אלהי ישראל לא אעז,41,93.515075067,-0.4596012857,7260.0696359263,-0.7004501532,-1.1600514389,False,31.91
Isa.41.18,אפתח על שפיים נהרות ובתוך בקעות מעינות אשים מדבר לאגם מים וארץ ציה למוצאי מים,41,217.6236512475,1.8471657676,2340.2671950586,-0.5083897307,1.3387760369,False,78.16
Isa.41.19,אתן במדבר ארז שטה והדס ועץ שמן אשים בערבה ברוש תדהר ותאשור יחדו,41,31.3876639382,-1.0424794677,172.628405841,-0.8630998623,-1.9055793300000001,False,5.5
Isa.41.20,למען יראו וידעו וישימו וישכילו יחדו כי יד יהוה עשתה זאת וקדוש ישראל בראה,41,95.3103532237,-0.7835214817,785.8135729045,-0.6726788679,-1.4562003496,False,19.13
Isa.41.21,קרבו ריבכם יאמר יהוה הגישו עצמותיכם יאמר מלך יעקב,41,397.8463456609,1.6808391827,16448.6667827596,-0.5082553649,1.1725838178,False,75.06
Isa.41.22,יגישו ויגידו לנו את אשר תקרינה הראשנות מה הנה הגידו ונשימה לבנו ונדעה אחריתן או ,41,228.2782677129,0.1154047091,56788.6240825482,-0.0423482035,0.0730565056,False,59.57
Isa.41.23,הגידו האתיות לאחור ונדעה כי אלהים אתם אף תיטיבו ותרעו ונשתעה ונרא ונראה יחדו,41,181.2550070888,-0.6931370052,190584.3466897676,1.9552677877,1.2621307824999999,False,76.76
Isa.41.24,הן אתם מאין ופעלכם מאפע תועבה יבחר בכם,41,180.8701152956,-0.5848904773,33744.7714015366,-0.4128237448,-0.9977142220999999,False,37.72
Isa.41.25,העירותי מצפון ויאת ממזרח שמש יקרא בשמי ויבא סגנים כמו חמר וכמו יוצר ירמס טיט,41,1006.5296722596,1.9674857037,23916.5327730565,-0.462850385,1.5046353187000001,False,81.72
Isa.41.26,מי הגיד מראש ונדעה ומלפנים ונאמר צדיק אף אין מגיד אף אין משמיע אף אין שמע אמריכם,41,243.7617957719,-0.8092853781,1906.0612878642,-1.9163864237,-2.7256718018,False,0.08
Isa.41.27,ראשון לציון הנה הנם ולירושלם מבשר אתן,41,334.8339952491,-1.0273894173,27638.8787986817,0.3824177912,-0.6449716261,False,48.49
Isa.41.28,וארא ואין איש ומאלה ואין יועץ ואשאלם וישיבו דבר,41,749.8613371701,0.8672309635,27771.70344169,0.5594299577,1.4266609211999999,False,80.09
Isa.41.29,הן כלם און אפס מעשיהם רוח ותהו נסכיהם,41,936.3876732333,1.509526668,35309.3602905872,1.1562804986,2.6658071665999996,False,90.55
Isa.42.1,הן עבדי אתמך בו בחירי רצתה נפשי נתתי רוחי עליו משפט לגוים יוציא,42,228.3112521184,-1.1065736377,12333.1666435704,-0.2997977314,-1.4063713691,False,20.45
Isa.42.2,לא יצעק ולא ישא ולא ישמיע בחוץ קולו,42,237.0108197388,-0.8427142964,107.4229507737,-1.1837139576,-2.026428254,False,3.72
Isa.42.3,קנה רצוץ לא ישבור ופשתה כהה לא יכבנה לאמת יוציא משפט,42,535.4378746246,1.679523717,5997.0568886791,-0.4221749113,1.2573488057,False,76.45
Isa.42.4,לא יכהה ולא ירוץ עד ישים בארץ משפט ולתורתו איים ייחילו,42,357.2655992808,0.571724956,18432.388330638,1.8546547229,2.4263796789,False,89.16
Isa.42.5,כה אמר האל יהוה בורא השמים ונוטיהם רקע הארץ וצאצאיה נתן נשמה לעם עליה ורוח להלכי,42,110.2493877237,-0.6443129761,6292.0148962295,-0.7515661014,-1.3958790775,False,21.15
Isa.42.6,אני יהוה קראתיך בצדק ואחזק בידך ואצרך ואתנך לברית עם לאור גוים,42,41.5168055811,-0.826629185,5375.3966899598,-1.1020472595,-1.9286764445,False,4.96
Isa.42.7,לפקח עינים עורות להוציא ממסגר אסיר מבית כלא ישבי חשך,42,108.114445408,-0.2751826038,20321.4501049673,1.6633445201,1.3881619162999999,False,79.55
Isa.42.8,אני יהוה הוא שמי וכבודי לאחר לא אתן ותהלתי לפסילים,42,61.3308476032,-0.6368026434,10384.5213322377,-0.0473110716,-0.6841137150000001,False,47.25
Isa.42.9,הראשנות הנה באו וחדשות אני מגיד בטרם תצמחנה אשמיע אתכם,42,397.9916884704,0.4285387823,13849.8594821455,-0.355975568,0.07256321429999996,False,59.49
Isa.42.10,שירו ליהוה שיר חדש תהלתו מקצה הארץ יורדי הים ומלאו איים וישביהם,42,110.9564649327,-0.7183473222,3425.8268408792,-0.9715040579,-1.6898513801,False,11.15
Isa.42.11,ישאו מדבר ועריו חצרים תשב קדר ירנו ישבי סלע מראש הרים יצוחו,42,751.3208926063,1.7734888775,50043.7802165453,0.6274570806,2.4009459581,False,89.0
Isa.42.12,ישימו ליהוה כבוד ותהלתו באיים יגידו,42,152.5545998747,-0.6568824947,78515.0936945616,-0.3528476785,-1.0097301732,False,37.1
Isa.42.13,יהוה כגבור יצא כאיש מלחמות יעיר קנאה יריע אף יצריח על איביו יתגבר,42,42.1285139337,-1.0818104033,17355.7951850627,-0.6502004119,-1.7320108152,False,10.46
Isa.42.14,החשיתי מעולם אחריש אתאפק כיולדה אפעה אשם ואשאף יחד,42,1283.7757575534,0.663710809,744156.7717437259,1.987723238,2.651434047,False,90.47
Isa.42.15,אחריב הרים וגבעות וכל עשבם אוביש ושמתי נהרות לאיים ואגמים אוביש,42,2101.3210211162,1.6596327753,91160.4213876443,-0.5659805965,1.0936521788,False,73.74
Isa.42.16,והולכתי עורים בדרך לא ידעו בנתיבות לא ידעו אדריכם אשים מחשך לפניהם לאור ומעקשים ,42,112.9657994905,-0.8738607492,15408.397935223,-0.9084575302,-1.7823182794,False,8.99
Isa.42.17,נסגו אחור יבשו בשת הבטחים בפסל האמרים למסכה אתם אלהינו,42,386.3137179888,-0.2867007263,384904.9882989426,1.9392315098,1.6525307835,False,83.58
Isa.42.18,החרשים שמעו והעורים הביטו לראות,42,99.3821301718,-1.1471012642,78884.9735175442,-0.1261670732,-1.2732683374,False,26.8
Isa.42.19,מי עור כי אם עבדי וחרש כמלאכי אשלח מי עור כמשלם ועור כעבד יהוה,42,317.1543128659,0.7967974097,4145.2205872739,-0.6078946954,0.18890271430000005,False,61.97
Isa.42.20,ראית ראות רבות ולא תשמר פקוח אזנים ולא ישמע,42,223.9010779622,0.2696123789,3469.6636412163,-0.7532843245,-0.48367194560000004,False,52.05
Isa.42.21,יהוה חפץ למען צדקו יגדיל תורה ויאדיר,42,110.4244829212,-1.252386565,46.7632801583,-0.6283158465,-1.8807024115,False,6.27
Isa.42.22,והוא עם בזוז ושסוי הפח בחורים כלם ובבתי כלאים החבאו היו לבז ואין מציל משסה ואין ,42,255.0973023065,0.0523163045,50395.2836822369,-0.1528135381,-0.10049723360000001,False,56.93
Isa.42.23,מי בכם יאזין זאת יקשב וישמע לאחור,42,543.4355776455,1.8799770375,276367.1873686379,1.969592536,3.8495695735,False,97.99
Isa.42.24,מי נתן למשוסה למשסה יעקב וישראל לבזזים הלוא יהוה זו חטאנו לו ולא אבו בדרכיו הלוך,42,100.6880065097,-0.7567133639,3073.577586811,-0.6040445118,-1.3607578757,False,22.85
Isa.42.25,וישפך עליו חמה אפו ועזוז מלחמה ותלהטהו מסביב ולא ידע ותבער בו ולא ישים על לב,42,103.9545020743,-0.4157807405,5834.146117485,-0.4966119829,-0.9123927234,False,40.9
Isa.43.1,ועתה כה אמר יהוה בראך יעקב ויצרך ישראל אל תירא כי גאלתיך קראתי בשמך לי אתה,43,134.6165725888,1.2898014067,394.3400395498,-1.1080921429,0.1817092638000002,False,61.74
Isa.43.2,כי תעבר במים אתך אני ובנהרות לא ישטפוך כי תלך במו אש לא תכוה ולהבה לא תבער בך,43,21.8044375062,-1.3970391062,12720.5544826822,1.6482406715,0.25120156529999993,False,62.51
Isa.43.3,כי אני יהוה אלהיך קדוש ישראל מושיעך נתתי כפרך מצרים כוש וסבא תחתיך,43,54.3616333691,-0.4568827362,3235.5987721377,-0.3318655872,-0.7887483233999999,False,45.08
Isa.43.4,מאשר יקרת בעיני נכבדת ואני אהבתיך ואתן אדם תחתיך ולאמים תחת נפשך,43,172.822749928,1.0769308911,7274.4165036044,-0.2571584316,0.8197724595,False,69.95
Isa.43.5,אל תירא כי אתך אני ממזרח אביא זרעך וממערב אקבצך,43,26.9247644454,-0.8357870363,353.2789734059,-0.953802575,-1.7895896112999998,False,8.68
Isa.43.6,אמר לצפון תני ולתימן אל תכלאי הביאי בני מרחוק ובנותי מקצה הארץ,43,191.9132336212,-0.3670989603,23142.1612138835,-0.299642835,-0.6667417953,False,47.79
Isa.43.7,כל הנקרא בשמי ולכבודי בראתיו יצרתיו אף עשיתיו,43,8.0202817542,-0.617896011,5691.4886190919,-0.6337859236,-1.2516819346,False,27.73
