verse_id,text,raw_ppl_gpt,raw_ppl_dicta,rare_ratio,disc_ppl_gpt,disc_ppl_dicta,global_z_gpt,global_z_dicta,CFI_mag,p_val_gpt,p_val_dicta,p_adj_gpt,p_adj_dicta,Strict_Shared_Seam,p_val_cfi,p_adj_cfi,Significant_CFI_Seam,cfi_percentile,chapter,Regime_ID,Is_Regime_Change
Lev.1.11,ושחט אתו על ירך המזבח צפנה לפני יהוה וזרקו בני אהרן הכהנים את דמו על המזבח סביב,17.476498052099597,215.67292729723374,0.0,17.476498052099597,215.67292729723374,-0.3509447580258791,-0.0973379716017956,0.0,0.6371851038464387,0.5387709989105721,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,1,1,False
Lev.1.12,ונתח אתו לנתחיו ואת ראשו ואת פדרו וערך הכהן אתם על העצים אשר על האש אשר על המזבח,61.584660799661684,184.2872256743351,0.1111111111111111,50.38744974517774,150.78045736991052,0.07440688851804758,-0.09799531849184766,0.07440688851804758,0.4703433138774309,0.5390319946106211,0.7081065677668773,0.5396339731824624,False,0.9972356353825245,1.0,False,75.09,1,1,False
Lev.1.13,והקרב והכרעים ירחץ במים והקריב הכהן את הכל והקטיר המזבחה עלה הוא אשה ריח ניחח ליהוה,21.50010406807398,31358.866666521586,0.0625,19.11120361606576,27874.54814801919,-0.32981730143537985,0.1828405395419787,0.1828405395419787,0.6292309932189452,0.4274615693985503,0.7081065677668773,0.5396339731824624,False,0.9834235945609415,1.0,False,79.63,1,1,False
Lev.1.14,ואם מן העוף עלה קרבנו ליהוה והקריב מן התרים או מן בני היונה את קרבנו,30.106024859989585,216.15491085385415,0.0,30.106024859989585,216.15491085385415,-0.18771672156844327,-0.09733308921109055,0.0,0.5744506393114976,0.5387690603235618,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,1,1,False
Lev.1.15,והקריבו הכהן אל המזבח ומלק את ראשו והקטיר המזבחה ונמצה דמו על קיר המזבח,16.16204336743755,5130.2317307445865,0.14285714285714285,12.570478174673653,3990.1802350235675,-0.414351725174728,-0.059103017022451125,0.0,0.6606917311210765,0.5235649721958193,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,1,1,False
Lev.1.16,והסיר את מראתו בנצתה והשליך אתה אצל המזבח קדמה אל מקום הדשן,311.06285651758594,4276.109179401896,0.25,207.37523767839062,2850.739452934597,2.1033671783149863,-0.07064530929986834,2.1033671783149863,0.01771684261382099,0.5281599755673098,0.5006943555213575,0.5396339731824624,False,0.109473064815301,1.0,False,96.51,1,1,False
Lev.1.17,ושסע אתו בכנפיו לא יבדיל והקטיר אתו הכהן המזבחה על העצים אשר על האש עלה הוא אשה ריח ניחח ליהוה,19.066133512546447,14946.112032058894,0.05,17.332848647769495,13587.374574598995,-0.35280132878769377,0.03811451622001291,0.03811451622001291,0.6378813062377807,0.4847981887251622,0.7081065677668773,0.5396339731824624,False,0.9992739055608961,1.0,False,72.18,1,1,False
Lev.2.1,ונפש כי תקריב קרבן מנחה ליהוה סלת יהיה קרבנו ויצק עליה שמן ונתן עליה לבנה,34.108129935916956,436.7266702844034,0.0,34.108129935916956,436.7266702844034,-0.13599223789009543,-0.09509874429776906,0.0,0.5540862913878707,0.5378818022688137,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,2,1,False
Lev.2.2,והביאה אל בני אהרן הכהנים וקמץ משם מלא קמצו מסלתה ומשמנה על כל לבנתה והקטיר הכהן את אזכרתה המזבחה אשה ריח ניחח ליהוה,11.462944063848393,31073.297592936517,0.17391304347826086,8.504764950597195,23054.382085081932,-0.46689830086673567,0.13401328463004678,0.13401328463004678,0.6797136794973435,0.4466960347902704,0.7081065677668773,0.5396339731824624,False,0.9910604175853137,1.0,False,78.0,2,1,False
Lev.2.3,והנותרת מן המנחה לאהרן ולבניו קדש קדשים מאשי יהוה,37.722604885644955,2239.6340845128752,0.0,37.722604885644955,2239.6340845128752,-0.08927760971415202,-0.07683567643916868,0.0,0.5355693560687701,0.5306228655380014,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,2,1,False
Lev.2.4,וכי תקרב קרבן מנחה מאפה תנור סלת חלות מצת בלולת בשמן ורקיקי מצות משחים בשמן,42.15086825290831,4925.508239164336,0.06666666666666667,37.19194257609557,4346.036681615591,-0.09613605881737583,-0.055498267060949805,0.0,0.5382937434349326,0.5221292447453589,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,2,1,False
Lev.2.5,ואם מנחה על המחבת קרבנך סלת בלולה בשמן מצה תהיה,170.14086650493365,18284.113303433474,0.2,121.5291903606669,13060.080931023911,0.9938654563225033,0.03277314399090075,0.9944056638204481,0.16014418687800863,0.4869277473474957,0.7081065677668773,0.5396339731824624,False,0.6099237606790564,1.0,False,92.78,2,1,False
Lev.2.6,פתות אתה פתים ויצקת עליה שמן מנחה הוא,186.40797736611867,60342.53977447624,0.25,124.27198491074579,40228.35984965083,1.0293142087283214,0.307982019153576,1.074402468543294,0.15166602428962966,0.3790480072064236,0.7081065677668773,0.5396339731824624,False,0.5614849366156524,1.0,False,93.13,2,1,False
Lev.2.7,ואם מנחת מרחשת קרבנך סלת בשמן תעשה,95.14588438185005,203648.83129490475,0.14285714285714285,74.00235451921671,158393.53545159262,0.37961345690567966,1.5049700638586898,1.5521086526962955,0.3521161850784482,0.06616588669379754,0.7081065677668773,0.5396339731824624,False,0.2998356958411034,1.0,False,95.46,2,1,False
